Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIC - INSTITUTO CRESCER - UNIDADE I;50035231;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MANOEL RASSELEM, 1205 JARDIM RASSLEM. 79813-070 Dourados - MS.";;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INTEGRAL SEMEAR;50035240;MS;Chapadão do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AV OITO, 1011 CENTRO. 79560-000 Chapadão do Sul - MS.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-18.79764863;-52.62363709
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM DE EDUCACAO NO CAMPO ARAPUA;50035258;MS;Três Lagoas;Rural;A escola não está em área de localização diferenciada;Pública;"RUA EDUARDO GALVAO, 745 DISTRITO DE ARAPUA. CENTRO. 79654-000 Três Lagoas - MS.";;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.7935904460336;-52.0559930930164
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª IRACEMA DA CUNHA BARRETO;50035266;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DONA JULIA SERRA, 427 VILA NASSER. 79117-234 Campo Grande - MS.";;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.41308067;-54.62964491
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFª AGLAIR MARIA ALVES;50035274;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DA ILHA, 826 COOPHAVILA II. 79097-030 Campo Grande - MS.";;Municipal;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEI PROFESSORA ANAI MARIA RAMOS RICCI;50035290;MS;Naviraí;Urbana;A escola não está em área de localização diferenciada;Pública;"HIGINO GOMES DUARTE, 456 CENTRO. 79950-000 Naviraí - MS.";(67) 34610763;Municipal;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF PROF CAROLINA NACHREINER PELUSCH;50035304;MS;Ponta Porã;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. LUIS QUINTANA, 230 CHACARA SAO THOMAZ. 79904-654 Ponta Porã - MS.";(67) 998916943;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;UNIDEA EDUCACIONAL;50035312;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ANTONIO TRAJANO DOS SANTOS, 893 CENTRO. 79601-003 Três Lagoas - MS.";(67) 35211804;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Ensino Médio, Educação Profissional";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ADVENTISTA VILAS BOAS;50035320;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GIOCONDO ORSI, 848 VILA VILAS BOAS. 79050-270 Campo Grande - MS.";(67) 33048330;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.48607914;-54.5984219
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA IPED MS - NOVA;50035339;MS;Nova Andradina;Urbana;A escola não está em área de localização diferenciada;Privada;"RODOVIA MS 134 TRECHO NOVA ANDRADINA/BATAYPORA, 701 MAMBARE. 79750-000 Nova Andradina - MS.";(67) 34417897;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Profissional, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO POETA MANOEL DE BARROS;50035347;MS;Ivinhema;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANDRE MOLINA, 264 PIRAVEVE. 79740-000 Ivinhema - MS.";(67) 981112963;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.3066752590447;-53.8231838029379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO INTERAGIR JARDIM EUROPA;50035355;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PRESIDENTE VARGAS, 2865 JARDIM EUROPA. 79826-535 Dourados - MS.";(67) 996941717;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI HEITOR DOS SANTOS MACHADO;50035363;MS;Sidrolândia;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA YUJI MIKI, S/N SIDROLAR. 79170-000 Sidrolândia - MS.";(67) 998130020;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO DE EDUCACAO INFANTIL MONTEIRO LOBATO LTDA;50035371;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA BOM PASTOR, 999 VILA VILAS BOAS. 79051-220 Campo Grande - MS.";(67) 993631332;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO LUMIERE;50035380;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOM REDOVINO, 1095 ECOVILLE. 79824-330 Dourados - MS.";(67) 992470496;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO BILINGUE MB DE TRES LAGOAS - MAPLE BEAR TRES LAGOAS;50035398;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANTONIO MENDES, 202 PARQUE DAS MANGUEIRAS. 79611-211 Três Lagoas - MS.";(67) 992547457;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL PROFESSORA LUCILA DE ALMEIDA;50035401;MS;Antônio João;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CAMPO GRANDE, 880 CENTRO. 79910-000 Antônio João - MS.";(67) 34351979;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.1886763;-55.9465809
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM KOU TAKAHASHI;50035410;MS;Paraíso das Águas;Urbana;A escola não está em área de localização diferenciada;Pública;"LOCALIDADE, S/N CENTRO. 79556-000 Paraíso das Águas - MS.";(67) 32393812;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE NOSSA SENHORA AUXILIADORA - UNIDADE II;50035428;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO PAULO, 1190 VILA ROSA. 79010-050 Campo Grande - MS.";(67) 33519705;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PROFESSORA IRENE CICALISE;50035436;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CANDIDO MARIANO, 374 CENTRO. 79200-000 Aquidauana - MS.";(67) 32411900;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI PROFESSORA CLAUDIA DO NASCIMENTO;50035444;MS;Tacuru;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE DE LA PAZ ORTIZ, 1800 CONJUNTO HABITACIONAL MORADA DO SOL. 79975-000 Tacuru - MS.";(67) 984677719;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIAL O CASULO;50035452;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DO PORTO, 658 COOPHAVILA II. 79097-160 Campo Grande - MS.";(67) 30254547;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Educação de Jovens Adultos;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO FENNIX BABY;50035460;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ESPIRITO SANTO, 1611 VILA GOMES. 79022-330 Campo Grande - MS.";(67) 33242025;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO EDUCACIONAL PISTORI;50035479;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DUQUE DE CAXIAS, 460 PROXIMO AO ABEVE. JARDIM PRIMAVERIL. 79603-000 Três Lagoas - MS.";(67) 996217506;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-20.79070047;-51.70164151
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA E HOTELZINHO MUNDO DA ALEGRIA;50035487;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA JOAQUIM TEIXEIRA ALVES, 2498 CENTRO. 79801-016 Dourados - MS.";(67) 34273523;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA PLANETA - SACRE EDUCACIONAL LTDA - ME;50035509;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA VITORIO ZEOLLA, 1355 CARANDA BOSQUE. 79032-360 Campo Grande - MS.";(67) 32110008;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESPLENDOR DO SABER;50035517;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ROTTERDAN, 582 PARQUE RESIDENCIAL RITA VIEIRA. 79052-293 Campo Grande - MS.";(67) 992376411;Privada;Confessional;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMI VITOR MARCELINO;50035525;MS;Sidrolândia;Rural;Terra indígena;Pública;"ALDEIA LAGOINHA, 79170-000 Sidrolândia - MS.";(67) 996840930;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA HOLISTICA;50035533;MS;Amambai;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA RUI BARBOSA, 1678 VILA FIORAMONTE. 79990-000 Amambai - MS.";(67) 996116503;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1140019418672;-55.2212875150144
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL TUPI DE ALMEIDA MELLO;50035541;MS;Bela Vista;Rural;Área de assentamento;Pública;"LOCALIDADE, ZONA RURAL. 79260-000 Bela Vista - MS.";(67) 998020631;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ELITE MULTIENSINO E EDUCACAO;50035550;MS;Guia Lopes da Laguna;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MACIAS BARBOSA, 2241 SALA B. PLANALTO. 79230-000 Guia Lopes da Laguna - MS.";(67) 992928543;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.45996440202;-56.1167006660253
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - IZALTINA VIEIRA COELHO;50035606;MS;Bonito;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL INACIO DE FARIAS, 418 CASA. VILA DONARIA. 79290-000 Bonito - MS.";(67) 32554506;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.1189503;-56.5023153
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MANOEL DE BARROS;50035800;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CARDOSO DE ALMEIDA, 586 JARDIM SAO LOURENCO. 79041-300 Campo Grande - MS.";(67) 33416666;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-20.4764531;-54.5858856
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DESAFIO CENTRO EDUCACIONAL;50036009;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GUIA LOPES, 363 AMAMBAI. 79005-330 Campo Grande - MS.";(67) 30284298;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.47031;-54.63428
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL DONA CLEMENTINA CARRATO;50036602;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO CARRATO, 691 CENTRO. 79601-010 Três Lagoas - MS.";(67) 39299901;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.7853245;-51.7071467
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL PROFESSORA CLARINDA DIAS CONCEICAO;50036807;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO SILVA, 33 CENTRO. 79640-090 Três Lagoas - MS.";(67) 39291847;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.789221;-51.7121776
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE INDIGENA CACIQUE NDETI REGINALDO;50037005;MS;Dois Irmãos do Buriti;Rural;Terra indígena;Pública;"ALDEIA AGUA AZUL, S/N RESERVA INDIGENA. ZONA RURAL. 79215-000 Dois Irmãos do Buriti - MS.";(67) 32431845;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-20.874897;-55.2082714
ESCOLA PARALISADA;CENTRO EDUCATIVO PINGO DE GENTE;50037404;MS;Coronel Sapucaia;Urbana;Não Informado;Privada;"VALDOMIRO MACIEL, 924 ESCOLA. CENTRO. 79995-000 Coronel Sapucaia - MS.";(67) 34831848;Privada;Não Informado;Não;;;;;-23.2716244;-55.5308582
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI - CANTINHO FELIZ;50037803;MS;Sidrolândia;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. AROEIRA, 250 CMEI. PE-DE-CEDRO. 79170-000 Sidrolândia - MS.";(67) 32725767;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.94280617;-54.96889877
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDUCANDARIO ESPIRITA BLAISE PASCAL;50038206;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ENGENHEIRO LUTHERO LOPES, 565 JAR HORTENCIAS III. CONJUNTO AERO RANCHO. 79084-180 Campo Grande - MS.";(67) 33810520;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-20.5140945;-54.6426788
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESPIRITA ANALIA FRANCO;50038400;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ALBERTO ALBERTINI, 394 MORADA DO SOL. 79073-210 Campo Grande - MS.";(67) 33970791;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.546;-54.634
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE NOSSA SENHORA AUXILIADORA - UNIDADE I;50038605;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO PAULO, 1253 VILA CELIA. 79010-050 Campo Grande - MS.";(67) 33519705;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-20.4472;-54.60202
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEC - ANTONIO CAMARGO GARCIA;50038800;MS;Três Lagoas;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA MS 377 - KM 80, SN POSTO VERA CRUZ. RURAL. 79601-970 Três Lagoas - MS.";(67) 998037678;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-19.9934211;-52.2927161
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - PROFª LILIAN MARCIA DIAS;50039008;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALEXANDRE ABRAO, 2400 LOT. N. SRA GRACAS. SANTA RITA. 79620-180 Três Lagoas - MS.";(67) 39291143;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.8023757;-51.6947311
ESCOLA PARALISADA;EM PROFª IZA MARIA GAUNA;50039202;MS;Porto Murtinho;Urbana;Não Informado;Pública;"RUA FRANCISCO DE OLIVEIRA, 1336 COHAB. 79280-000 Porto Murtinho - MS.";(67) 32873098;Municipal;Não Informado;Não;;;;;-21.70264;-57.87601
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL MARQUES DE TAMANDARE;50039407;MS;Ladário;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SIMEAO RIBAS, 50 ESQ. IRANILDO MACIEL. NOVA ALIANCA. 79370-000 Ladário - MS.";(67) 996073277;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-19.02477469;-57.61243807
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE GUILHERME FARINON;50039601;MS;Sonora;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PADRE ANCHIETA, 700 VILA NOVA. 79415-000 Sonora - MS.";(67) 32543723;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-17.5769224;-54.7575605
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROF CARLOS PEREIRA DA SILVA;50039806;MS;Ponta Porã;Rural;Área de assentamento;Pública;"RODOVIA MS-164 KM 45, MST - GRUPO 09. ASSENTAMENTO ITAMARATI I. 79901-970 Ponta Porã - MS.";(67) 30180515;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-22.2116244;-55.431284
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF RAMEZ TEBET;50040006;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL JOSE DE LIMA - ESQ. AV. FILINTO MULLER, 3215 LOT. JD. MORUMBI. JARDIM DOURADOS. 79645-036 Três Lagoas - MS.";(67) 39291256;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-20.7645816;-51.6972872
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SALESIANO DOM BOSCO DE TRES LAGOAS;50040200;MS;Três Lagoas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CORONEL JOAO GONCALVES DE OLIVEIRA, 359 LAPA. 79600-110 Três Lagoas - MS.";(67) 35229942;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-20.78234222;-51.70577643
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PEDRO PALHANO;50040405;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SUECIA, S/N JARDIM EUROPA. 79826-565 Dourados - MS.";(67) 34211639;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-22.1990675;-54.8162389
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL INDIGENA LACUI ROQUE ISNARD;50040600;MS;Dourados;Rural;Terra indígena;Pública;"RESERVA INDIGENA BORORO, 0 INDIGENA - RESERVA. 79804-000 Dourados - MS.";(67) 996540931;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEF PROF JOSE CARLOS DA SILVA;50041002;MS;Naviraí;Urbana;A escola não está em área de localização diferenciada;Pública;"TIM MAIA, 555 JARDIM PARAISO. 79950-000 Naviraí - MS.";(67) 34610672;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-23.0511644;-54.2196305
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI RAMZA BEDOGLIN DOMINGOS;50041207;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LUCIA DOS SANTOS, S/N DOM ANTONIO BARBOSA. 79075-104 Campo Grande - MS.";(67) 20204282;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.5513941;-54.6461157
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARIA OLIVEIRA LIMA;50041215;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BARUERI, 346 ESQUINA COM ARACATI. MORENINHA I. 79065-190 Campo Grande - MS.";(67) 20204252;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.5483963;-54.5735744
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª AYD CAMARGO CESAR;50041401;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EVELINA FIGUEIREDO SELINGARDI, S/N PARQUE DO SOL. 79075-015 Campo Grande - MS.";(67) 20204278;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.5595042;-54.6495949
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI LAFAYETE CAMARA DE OLIVEIRA;50041606;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA TERCILIA DE MELO, S/N VILA MANOEL TAVEIRA. 79115-470 Campo Grande - MS.";(67) 20204239;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.42659246;-54.65105155
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARIA CARLOTA TIBAU DE VASCONCELOS;50041800;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CATIGUA, 1933 PAULO COELHO MACHADO. 79072-269 Campo Grande - MS.";(67) 20204247;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.55220283;-54.60608067
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E M U ROBERTO PAULO ALMEIDA;50042009;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SATIO MASSUDA, 82 NOVA BAIAZINHA CONJUNTO NOVO HABITAR. 79380-000 Miranda - MS.";(67) 32422240;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.2685142;-56.373497
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PEQUENO PRINCIPE;50042203;MS;Itaporã;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FRANCISCO LEAL DE QUEIROZ,, 280 CENTRO. CENTRO. 79890-000 Itaporã - MS.";(67) 99748996;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.0840991;-54.7908469
